Sample	1	2	3	4	5	6	7	8	9	>10	>50	>100	>500	>1k	>5k	>10k+
SC_284	0.8260708977906643	0.332425449394042	0.19299823311366698	0.12339589634457375	0.09293238118870466	0.07637945116043555	0.06826147342232068	0.06199570789896652	0.05906778939503808	1.2375116513289497	0.7503837601669103	2.3366977529948856	1.2447967551490715	4.02181230159258	2.406126833601175	86.16914366545801
SC_286	0.8474737752335199	0.4168463228971082	0.26850650999112685	0.176566719631282	0.12410664731510393	0.09657311711311112	0.07688580712941885	0.07158882879960256	0.0573410421954612	1.3150499617960396	0.817492591235313	2.610841112481018	1.6589820550789371	4.618033237732764	3.117044810668868	83.72666746070134
SC_287	0.8114100571317966	0.3574256567570371	0.21426817110057028	0.1441002949957227	0.11179417172050925	0.09671777095790562	0.08822462886760969	0.07700289957978707	0.0737784850222043	1.5568923554335818	0.918911812273417	2.916975022780497	1.5826564199923399	4.877069782575106	2.9747132082307504	83.19805926258115
SC_288	0.6024568836439206	0.2900739519548798	0.19385630871536433	0.13333815537320187	0.10170564188677328	0.08150291241507276	0.07105951346907134	0.06136972502923345	0.0554439720966867	1.1774333442720601	0.6868334865273196	2.2060626367761316	1.225412795404995	4.030817037053723	2.4133914762932718	86.66924215908828
SC_290	0.8628356899275526	0.35534356210227974	0.20568940198529953	0.13866254061829258	0.11155771171727619	0.09514097702229223	0.08508263879178063	0.0744750608994645	0.07319988439334764	1.568586745713158	0.9426709080104897	2.5900333125822788	1.3569306844256923	4.674206352776659	3.1133129109530984	83.75227161808102
SC_292	0.6252454258205602	0.3349240402624664	0.25447003188190465	0.182060602647791	0.14003716227389357	0.10892334283786265	0.08910192999790316	0.07540492122811138	0.06585421458385993	1.4107163005318604	0.8518029940667822	2.606683899349999	1.4129731501749305	4.508280535496488	2.9650404826910335	84.36848096615456
SC_293	0.9020024295438736	0.5293162963388073	0.3552233277133525	0.24015625007762598	0.1578495504086419	0.1189988671200412	0.08882205135955668	0.07449341509127551	0.06532103217368312	1.3539668760121228	0.8420612504807957	2.9828489417775153	1.8148047342054865	5.025791058729176	3.237384013945741	82.21095990502229
SC_294	0.7298999333751708	0.4709640144588697	0.4347050990395747	0.3587640203379599	0.2803159769374674	0.22887417606075444	0.178779883910734	0.1436655292372128	0.12071087830114063	2.3104469642674026	1.4815194548011077	4.557476211163403	2.5394011781238817	7.343131391523454	4.895817132382929	73.92552815607894
SC_296	0.5296134404059869	0.33769392348971133	0.2718826182769007	0.20571493641467808	0.15869477925711534	0.1147064966201785	0.09219647938444772	0.07281902829828572	0.06203771201808964	1.145690830747785	0.666085937339637	2.0786436507136354	1.2306186051056875	4.270189958161638	2.2807761391266843	86.48263546463954
SC_298	0.6554122718844054	0.27224193357841553	0.17915278458924927	0.12669631747588928	0.09464417962196656	0.07431340895575844	0.06327317235771532	0.058596687232466554	0.05267354095101173	1.1750282444180427	0.7303868723149711	2.204419846668635	1.261654291753146	3.8584705155576002	2.4726923119231183	86.72034362071761
SC_301	0.43618651338995845	0.23064008952800277	0.20752243588147223	0.17957269798041708	0.14371207539405603	0.12320964815149557	0.09341780041382354	0.08136007751009017	0.06804645647713407	1.0707929419499154	0.5879499190871362	1.7072543895773382	1.117642801965894	3.6896894330602974	2.46360568794643	87.79939703168654
SC_303	1.1026014101566612	0.5199292105213092	0.30695789433429754	0.20004740054472256	0.14020167093593544	0.10823474983163485	0.09595493758761643	0.08580723862557925	0.07669420388342486	1.716272082057722	1.072084119462441	3.5179874550384573	1.8759446230664154	5.354160746452725	3.3567724721164973	80.47034978538457
SC_307	0.6927461592514657	0.40097140010811017	0.2953474767545836	0.21294904624994423	0.1521740240990685	0.1165514305385919	0.09066469689749139	0.07255528753106742	0.0651255995362479	1.3036872577247625	0.7969924693065378	2.5029929533148554	1.4632729549525088	4.67455998935068	2.952367574383607	84.20704168000047
SC_309	0.7723872434611381	0.2942200714207271	0.2611461252331438	0.2265056838525425	0.1904926685592498	0.15265478149855727	0.12756787590092467	0.1050240884086504	0.0880879562372299	1.521462413882272	0.9014823904476159	2.644390114184485	1.4496473327337838	4.983495551966975	2.916348380733543	83.36508732147917
SC_312	0.6748644611840182	0.29612687089894335	0.18131032967500516	0.13092059906460793	0.10412203506959902	0.08788439325908681	0.08100097704218755	0.07544871252391391	0.06968577352251988	1.4365563924399507	0.7401501744572454	2.2195105348690327	1.2810994377642695	4.220084434316485	3.3702380050222573	85.03099686889087
SC_313	1.0381836877746549	0.5138343646234743	0.283074936425299	0.1727526187326068	0.12135404435000043	0.09152166124700352	0.07903346773542139	0.07241350071722163	0.060291983198147006	1.417234203456086	0.8767525439058341	2.980955741882701	1.7361870991193948	4.970086304282734	3.1921836766771334	82.39414016587227
SC_314	1.0295013968720763	0.409960065233822	0.25829916780701967	0.18500942790654593	0.14859574442005088	0.12855604828940242	0.11340853471554309	0.10417288801476957	0.09700374846445486	2.1457683024816205	1.20347684434102	3.0826251264244906	1.552610061134308	5.496732598142959	4.207050679537479	79.83722936621444
SC_315	0.7758422137582164	0.3820065788585365	0.23564338362700335	0.1633656173777784	0.12144345657199411	0.0999895189950061	0.08406359060610742	0.07883013571198415	0.07217166620416622	1.6232463299043907	0.9109856960016208	2.8630852399796916	1.5722582884782925	4.504105983501526	3.3703674809723423	83.14259481945135
SC_318	0.6054776227627747	0.3365624623175533	0.22950765828092154	0.16091897716388415	0.11867659038353515	0.0944452047087458	0.07503538606699564	0.06606565582701143	0.059847712508650217	1.2252788018286114	0.7440235073468449	2.3046889066405836	1.2713320046131091	4.388656354116098	2.569266033843924	85.75021712159075
SC_319	0.4470906054224565	0.24659276106720188	0.25669944306845777	0.26363170659881596	0.25319404176535065	0.23010406608736564	0.205114811540492	0.1840393002578628	0.15697827333015868	2.148387177511098	1.0706106832895932	3.220506386783776	1.7954703042276428	5.145328403087852	3.607483236208871	80.768768799753
SC_321	0.8935537630674286	0.40772484438388157	0.24285975741439592	0.16472553038740764	0.12451746086761921	0.10335938818525513	0.09264824395132151	0.08370110504329785	0.08360831691922213	1.767816870981673	1.0322384492903969	3.2979684132378786	1.7851924960218943	5.2406038523511675	3.2711640143196843	81.40831749357747
SC_325	0.8564938724041311	0.3776127462509121	0.23133456073563702	0.1622872206394847	0.1358270118939312	0.11287088881402592	0.10345663787821237	0.09439360974786792	0.0912501750386888	1.883791136309779	1.0770644738642436	2.9861332477544806	1.6511139750534298	5.270649802563698	3.7031283376099298	81.26259230344155
SC_330	0.8743214001889245	0.4086195895512926	0.25757539140656166	0.18108596563218896	0.14290045669429757	0.12022201152730125	0.11112869286552501	0.09811558348107154	0.09647037918373924	2.0755504401187017	1.2442615447948504	3.5586352108531525	1.8159563803331131	5.131067703837557	4.409575482189568	79.47451376734215
SC_331	0.7320720450202317	0.35190142659211426	0.2299104906706715	0.1613364038853554	0.12197789146732234	0.10042530979675103	0.08719541200547601	0.0784084651871609	0.07726759717646244	1.6345143018178205	0.972326906784071	2.8110530473201836	1.6235010847680926	4.6192012945234815	3.5304012203100954	82.86850710267471
SC_334	1.163245228676366	0.5005955494947656	0.2709043193722866	0.16818250699921097	0.12372707971939005	0.10531437208928954	0.08972360564432502	0.08131775466672915	0.07321639141148695	1.6989993267257462	1.0159108190468644	3.0632124651034873	1.625488458289623	4.763661275716325	3.226315306237028	82.03018554080708
SC_337	1.0133438658246479	0.4111584063557104	0.24536855499191543	0.1688526288930719	0.13078107052318463	0.10781409469842158	0.09755804282068395	0.08931556015598187	0.07990798882666	1.7464503793374113	1.0040557470243083	3.210407374900031	1.920975079070802	5.970244269798461	3.0360418400557814	80.76772509672293
SC_340	0.8215268346336709	0.3335766340906326	0.18870751965157131	0.12124843858390315	0.087632888031125	0.07938931589531778	0.06462907962042434	0.05728459634868346	0.054878320959693305	1.1845529703794366	0.7013409372917004	2.265880778474504	1.383184158116499	4.150971538920756	2.330950080766414	86.17424590823568
SC_343	0.5997324513154626	0.29596353596774155	0.20252091266365915	0.14686528004864574	0.10912303986888808	0.08211471277078339	0.06866936669584228	0.06356362941337715	0.05689023435714535	1.0822788573053708	0.6359330718322171	1.7653759817785928	1.0724369375446428	3.9623586985215966	2.2744099226283594	87.58176336728768
SC_344	0.6954665055774096	0.3757824847250541	0.27158563930681945	0.2002472649918236	0.15009804692130882	0.12079144811445822	0.09851301204985462	0.084868393646973	0.07760389020621844	1.5759762647376951	0.9427092071065799	2.8206441701645866	1.6347228005155245	5.349979134191534	3.324614818895892	82.27639691884828
SC_345	1.03752549234354	0.5458032973924212	0.4770751564635322	0.4306131434656073	0.38410655721943826	0.32753572431724204	0.28051163132878765	0.2245402747631512	0.18172045891800717	2.553618108583135	1.1833112405940143	3.851145841824413	2.2445659967696274	7.980311252628088	4.4856394682026925	73.8119763551863
SC_346	2.7518694603842144	1.63636807913317	1.152286312241325	0.8384586783709229	0.6181453394417012	0.5091774110144782	0.4239182621662692	0.3402441013679107	0.30372333505260507	4.818892000895518	2.15782914753399	6.659459373784429	3.9509129200961293	15.313097878955784	6.9362379119895765	51.58937978757198
SC_350	0.9520680346434379	0.3761001222567345	0.21250340682560315	0.14252193554755507	0.10960727947466659	0.09486023313248215	0.08204893194419564	0.07497186225444913	0.07170336002529534	1.5079470587867314	0.8502482669886627	2.5190923293522345	1.3537896850866578	4.337338894399336	3.4825566886089425	83.83264191067302
SC_359	0.4814449613638376	0.240269255874759	0.1694202904801581	0.12124148224543134	0.08997916597429491	0.07494852165504928	0.06357708314432922	0.05429315877786535	0.04960198785829881	0.9978268189043743	0.5748124687458109	1.7814486279182498	0.9645584222860989	3.780159906330956	2.3820859105450602	88.17433193789542
SC_360	0.6200241533812192	0.25898248384380035	0.16179442170887495	0.11110818342837227	0.08297482896604866	0.0694685884965433	0.06104821553742665	0.05278120640411395	0.048039048699694185	1.0666456792597974	0.6267619543831076	1.8789831538449369	1.159126200474148	3.7821620580663526	2.3789240118475856	87.64117581165797
SC_363	0.45125185861901174	0.17452904582156684	0.17043926713095983	0.1789111518662989	0.19488728192963864	0.19121164260497267	0.1800673533777034	0.1612368605040774	0.14579140265656035	1.822100021674377	0.874716233562389	2.554581405432569	1.465308430578639	4.840775742842944	2.5356430738651694	84.05854922753312
SC_366	0.7044187596631083	0.41179836523195357	0.30059218482744565	0.21970157216267697	0.15676902466442239	0.12570971919227855	0.1013414953543279	0.08695837368357615	0.08042196130990177	1.6528768292194647	0.997667109134305	2.926710633910373	1.6585103174677798	5.003687773835976	3.354385946747429	82.21844993359498
SC_371	0.8262109391027277	0.5491643061865812	0.5022830429186861	0.42305095878510857	0.3405572829910352	0.26610163336781334	0.2034046663280853	0.16399132335916397	0.12394427095353319	2.1617215296869805	1.490079690844675	4.835684937012531	2.894747957993404	9.062633187286519	4.209874783406259	71.9465494897769
SC_372	1.3956902431057434	1.0612083033401916	0.9109245071356936	0.7227404143833314	0.5673221751527412	0.42278084812216193	0.3499528273046978	0.2894204463655068	0.2523308513480784	4.212371372912909	2.1372456888412676	5.809014257875375	3.022869552381284	10.410218352323454	5.481963748805482	62.95394641060208
SC_373	1.704716541544661	0.8490722897264281	0.46638739677842556	0.27240702169018677	0.16977973294859	0.12129836222805593	0.09814159163171728	0.0897826585247621	0.07596466324955452	1.724774691046014	1.1682234853618088	3.8611497104108805	2.421508615944739	6.228499598093524	3.3498665490521486	77.39842709176851
SC_375	0.5670287963573007	0.2799550409666912	0.17991316258609127	0.12604964983266817	0.09234424249687878	0.0748114017523348	0.06491617928963118	0.05831957924075505	0.052278948429785144	1.1193648975548778	0.6294769714914199	1.873922422343831	1.1410398709680951	3.9155458369526643	2.26791258291179	87.55712041682517
SC_380	0.40424654757621303	0.2532634853061009	0.20694148374625948	0.16425313976579137	0.1285752259991694	0.09990695231843977	0.08086987593197867	0.06911566189395432	0.06111386010744303	1.0582472487025942	0.6081311556856076	1.794058140266242	1.12311348171532	3.9049343767210356	2.1853195309230533	87.8579098333408
SC_387	0.694776668678304	0.32527986698228706	0.20323501039136044	0.1359567755750412	0.10273275447346736	0.08274880911962564	0.07155099434831837	0.06589938773761368	0.05983796361963043	1.3541804947394886	0.811014148398883	2.4109374852830507	1.3700612692275551	4.413310939583187	3.079318246657187	84.81915918518501
SC_390	0.44558075824291676	0.2679367520971288	0.21835902832783205	0.17359175219299486	0.13126047173236097	0.10431768984277598	0.0835102814763838	0.06928383805522248	0.06239522881137569	1.1133200132672578	0.6050243582979342	1.7623432010414088	1.1548965921986876	3.7836749682683086	2.798980993273965	87.22552407287345
SC_394	0.4264728810805771	0.2502904012485309	0.189225797795317	0.13948483211751478	0.10384362298728599	0.08485083319492853	0.07139824752963901	0.06234869388263264	0.05722613626436699	1.1234039842880812	0.5930736077555545	1.778292386659596	1.0755499461408713	3.5203465035457007	2.8568762004534833	87.66731592505592
SC_398	0.5763146794138294	0.2721989360057832	0.17078806055910203	0.11910906838561042	0.08780812275788233	0.07280767604354993	0.06672320686357286	0.05889065480328556	0.056140692211827756	1.2171903010656042	0.7337445157782063	2.0742967025491863	1.1919754124829456	3.9124792142872553	2.6886162559033235	86.70091650088902
SC_400	1.1569759011355831	0.489385251850501	0.2661329275040053	0.17440932286988045	0.1256275073811858	0.1063778442187453	0.09143410376297632	0.08255533656121186	0.07695862388089415	1.7039711607410357	1.0551995863117651	3.232032593801152	1.829866513933765	5.0066589683669855	3.679117604340265	80.92329675334004
SC_403	0.7674991504594739	0.3251101105771918	0.20267772457021352	0.14374397006637385	0.11538746922212872	0.09799066653553977	0.08780175616406209	0.08280733627695702	0.07661127203876643	1.5496598615947064	0.8908420919778153	2.5923077404564663	1.4919725911900166	4.725126792584287	2.915168276368867	83.93529318991713
SC_408	0.574472215912126	0.2806352800900662	0.17395631366426484	0.12489260099945083	0.09608703733813098	0.0812523729398511	0.0749012635815461	0.06424339099781978	0.06151056807358244	1.2708430955016168	0.712341667418544	2.023454397042913	1.300569882301533	4.439531665838893	2.794154629968859	85.92715361833079
SC_409	0.9483343339120848	0.4093610867039538	0.23344159381585905	0.1596101132709967	0.12263879396865852	0.10544896308773989	0.0929715896237285	0.08359209856287197	0.08173192340396668	1.7833771479684408	1.0489482696396826	3.092730400241019	1.7858261068383043	4.7944342597532374	3.4427527898926913	81.81480052931676
SC_410	0.5568010296652344	0.302312103840601	0.21211137523709317	0.14955065999049527	0.1107172854940455	0.08668174926249728	0.07689810774573352	0.0642531863410619	0.059302408418607656	1.2642375422430003	0.7293041594172008	2.0958714182072855	1.1877878509738313	4.063228886163932	2.947098563809973	86.0938436731894
SC_413	0.4646894197466966	0.23595072679020346	0.1585326173716833	0.11383524825457692	0.08676770476908349	0.07196737693505918	0.06302086695430016	0.05692466641650483	0.05106536103901861	1.074139428860379	0.6186145334064312	1.851498435559	1.031396583191671	3.2039531345104817	2.310458959077431	88.60718493711748
SC_414	0.5062404476577919	0.2617730923063356	0.17655815243913495	0.12214052206041875	0.09254301711505422	0.07432425559095003	0.06455503245009823	0.05498365012796011	0.051775762054682206	1.138657158892038	0.6701547439643972	1.9912978029462038	1.0298146468298992	3.7092500254034877	2.0012537524759852	88.05467793768557
SC_417	0.5166468046797397	0.27433432552725845	0.19198654517889646	0.1308979172415872	0.09890772450271663	0.07640827263437361	0.06290029525076495	0.05755120474991615	0.04969107708291718	1.0303719552635529	0.6139530542214656	1.7957720782370579	1.049439395711888	3.706743410560313	2.309666756062311	88.03472918309522
SC_421	0.37928648845528434	0.16348702868427994	0.15463805324828142	0.1521197750444334	0.1456784524424271	0.1309056765467426	0.11656807885961462	0.09892981065040951	0.0885808040331085	1.2151638222277807	0.5988654546340733	1.7405162824264	1.0310425426027714	3.270250380404576	2.0895028571097565	88.62446449263007
SC_428	0.5017937268145086	0.2452028224591854	0.160741452846176	0.1133388560149072	0.08780841598539528	0.07608696688319615	0.0645522367651806	0.06120156988834344	0.05593688651637268	1.1303379715386288	0.6253409945745214	1.779608202819714	1.2103977607197858	3.782557687892806	2.30594035632638	87.7991540919549
SC_429	0.7686124960765638	0.278894599656421	0.20919930075926108	0.15739220383362865	0.12378417940149308	0.09847030055201292	0.08362316506954849	0.06871531886925783	0.06112671460988564	1.1419434206887251	0.6154817093897957	1.863950827377578	1.1457768603820584	3.773852217334158	2.415012170990832	87.19416451500878
SC_433	0.8560366290001375	0.30384858839169504	0.1913009375508801	0.13267322718838373	0.09834270817223947	0.08314644225566928	0.07300171987351839	0.06488374839117148	0.057166314548404956	1.1873158740212106	0.6247300256264396	1.8834546120803222	1.1981854899395765	3.748502746852035	3.083408945224627	86.4140019908837
SC_439	0.7419597689436261	0.28266318519654277	0.1788559168953643	0.12992637365589912	0.09617527094574685	0.07985811675487224	0.06936346548220163	0.06265438516770397	0.05772950477113839	1.1608308241568224	0.6408274712741306	1.8202465270749868	1.1033996002612134	3.673783228305099	2.2967538179188813	87.60497254319577
SC_443	0.5707142942339465	0.2535843405512132	0.16880202836155148	0.11870347439690626	0.09778462839801294	0.08311882631795275	0.06928397912965045	0.0661456168664243	0.06193967329648777	1.2613682238664015	0.703260401936039	2.0165120206251763	1.4060652814699073	3.894841125884143	3.0031385035423805	86.2247375811238
SC_457	0.3810036742804545	0.20051545008209648	0.17698267088475456	0.14574900907990837	0.12014658916811748	0.0973613990687456	0.08332607749629016	0.06907000810916018	0.061597647443923396	1.0982749195515347	0.5930045571788756	1.7011096068881855	1.0417063395109367	3.3965439899778676	2.2855872459281183	88.54802081535104
SC_458	0.4361756083851924	0.26702758487482353	0.2581433532868737	0.23660162789932415	0.20145901450851814	0.17191433435066195	0.14576815978027496	0.12182819287968354	0.10284135669324616	1.794198149567876	0.9792652432512703	2.9931313097859014	1.622825011896028	5.039608650123405	3.0785348792592764	82.55067752345764
SC_459	0.4477475032297369	0.23921626237072574	0.20393980189153693	0.17651760097707403	0.14535497455274363	0.12198604402008635	0.102791744257924	0.08749483611957357	0.07809033358202934	1.429444304709451	0.7691713968561977	2.3162535737000365	1.2250942629011334	4.2027289133309065	2.6172522646435654	85.83691618285728
SC_460	0.45245899767517317	0.23885547709316482	0.1811145861180794	0.14427394781411798	0.11525946858309351	0.09136620670798076	0.07941248873558758	0.07073410377427514	0.06278110585534118	1.176655961423004	0.6383282604692961	1.886818971609628	1.2169600499174864	3.6559948874586032	2.7898420632807195	87.19914342348444
SC_461	0.36228113503510856	0.18847446820072863	0.17547210963547033	0.1710130431775642	0.15457952534160313	0.1353021544176161	0.11721162139988565	0.10341847691891291	0.08420843861949964	1.3601235336058675	0.7279468800176346	2.0787465616692113	1.2641224838617449	3.8667466465086697	2.490289098497133	86.72006382309335
SC_471	0.6850669265577602	0.28453786917957424	0.18149091587733693	0.12801448167538432	0.10424562580107535	0.09076713653870053	0.07828919523873287	0.07516466256512382	0.06928322212895607	1.4462377571217087	0.7721607744885257	2.240010276475834	1.3855754163852108	4.531992240191905	3.0081398122076792	84.91902368756648
SC_472	1.0085945493774122	0.4165640397215643	0.23885018061654012	0.16090985422094295	0.12379811970237399	0.10353054515774408	0.09080141911177887	0.07989682817468939	0.07416697137096191	1.5069781882223356	0.8406175278912933	2.4848823048813125	1.3988782155937907	4.778360266261488	2.903058699728455	83.79011228996731
SC_473	0.3892591679335184	0.19892213440658538	0.19287038006838775	0.17910609118956092	0.16063698522235823	0.1358752354967719	0.11424839193324657	0.0948076099846567	0.08146109924503206	1.2764383167518645	0.7300561480698946	2.2359252039474415	1.2700622356122102	4.074095655860361	2.2954233857880233	86.5708119584901
SC_479	0.49282086680889425	0.24875830851570513	0.1960111706027198	0.15445571532319513	0.12421234773988749	0.09842396603445933	0.0829004514632823	0.07054695229547078	0.06096155679385216	1.1868166213025493	0.6544621601290022	1.9867386206080144	1.1328989538195844	3.733999260775573	2.3672777877755187	87.40871526001229
SC_484	0.3625279364432717	0.25227527719536597	0.2589581087027577	0.24945096742783548	0.21973270954955207	0.19993488479757882	0.1671161984436445	0.14003676030281553	0.11726437785608147	1.4320581826806464	0.6920455963589979	2.016628398795443	1.3044463286778976	3.967907395442153	2.9384100022007056	85.68120687512526
SC_485	0.3710038332910492	0.22757885756501478	0.19995507004366506	0.16769885441575624	0.13551735612274382	0.11178121803701035	0.08842027312878326	0.07416879591999487	0.06509825113154233	1.1798275612935074	0.6481831489688301	1.9170762866819946	1.2728994665410462	4.1439405950820545	3.144301103235245	86.25254932854176
SC_486	0.5527391432637222	0.24238808053195676	0.15267294975317203	0.11305034830364263	0.0870209981742788	0.07330324515027527	0.06375441603385744	0.062234891564839426	0.05436967214973292	1.1440794388817714	0.6305848941005769	1.8905018701996334	1.3189420831911542	3.9302943798542156	2.8155858937096503	86.86847769513751
SC_487	0.2517079370249602	0.12224555254218891	0.12154719955003591	0.1338028419057781	0.13560074235725791	0.13806566636333115	0.1352129691139563	0.12075301642483902	0.11546786203872267	1.4789218324194287	0.6616057532137622	1.930979418522966	1.1814768334118753	3.7824705381857617	2.2994938475153273	87.39064798940981
SC_488	0.46805375179857794	0.20711269747940184	0.1269628211263205	0.08916682932126077	0.0688210624914787	0.058372891062577405	0.05190049072148599	0.043084386804215176	0.03993223992864277	0.8466736758887148	0.50598978826731	1.5271395220037283	0.8917202447628478	3.0280603494213363	2.0164931197883487	90.03051612913376
SC_491	0.4380205755614733	0.21996206829647383	0.1563885316284142	0.11264553706386948	0.08678884744995707	0.06920738854479	0.06087002940323878	0.0506380106682503	0.04633293495299145	0.9550874308485714	0.5370648557201342	1.6145818298005075	0.9679052886664085	3.520745507793156	2.1125461833486225	89.05121498025314
SC_492	0.7054693082316175	0.377925775743482	0.2549173361216157	0.1775419682620107	0.13226608647067636	0.10438252795754381	0.08798625224575632	0.07471900252043599	0.06763230000637543	1.460491556746603	0.8749264338082566	2.7326254761653472	1.646506425366371	4.893668553653476	3.266743722779962	83.14219727392047
SC_496	0.4684501206426839	0.23159166138999135	0.16231991411242463	0.11335739083079482	0.08784280752878428	0.07327822822681931	0.06234196096478674	0.05528054220247687	0.04961720016042233	1.1016689467573824	0.599367380766815	1.7667390561493796	1.115602435640491	3.5224137259103485	2.732571002656059	87.85755762606033
SC_497	0.43114364245887044	0.22508038857105872	0.19408513157355994	0.167454123082395	0.13954464633300065	0.11332600036573469	0.09400832126676138	0.0764565761512595	0.0695943590347099	1.230886362573195	0.6727401148366525	1.9984837943641043	1.0731809235294745	3.8377179992714194	2.4742984769697585	87.20199913961805
SC_498	0.5759124811136266	0.27938799046658	0.20571721074870258	0.1579591301173497	0.12015902796148031	0.09629154983724304	0.08013981962338908	0.06878337941091739	0.061904873100096264	1.254387808579841	0.7213177514647915	2.158029905362968	1.2917670338335525	4.111869661355628	2.7361910804641774	86.08018129655966
